username,text,tweetcreatedts,hashtags,acctdesc,location,followers,totaltweets,usercreatedts,retweetcount
LRamose16,"You mean to tell me that this Palace beat United convincingly?? Where is Zaha now?
#CHECRY",2020-10-03 13:05:52,['CHECRY'],Capricorn | ⚽️ is Life | Akzonobel | Tinting | African Child | 🎶is Therapy  |,"Johannesburg, South Africa",84,919,2018-08-07 05:26:50,0
dandindandon,"GOAL Chelsea 2-0 Crystal Palace (66 mins)

Kurt Zouma heads in a cross to double the hosts' advantage

#CHECRY",2020-10-03 13:05:51,['CHECRY'],คลั่งรักหมาป่าคับ,🇹🇭,23,853,2019-10-17 05:47:10,220
dailyvigour,"#CHECRY https://t.co/1UObzfo0P5 
Premier League
LIVE*
Chelsea vs Crystal Palace

#Chelsea
2
#Crystal Palace FC
0
Live - 72 

#bigdata
#AI #IoT #Tech #USA #Linux #UK #javaScript #FinTech #dataScience #dataScientist #WomwnWhoCode #Rstats #FemTech #100daysOfCode #FRENCHtech #France",2020-10-03 13:05:50,"['CHECRY', 'Chelsea', 'Crystal']","Hi, I'm a bot that retweets #dailyInspirations and #100DaysOfCode |
Follow me 😉 |
P.S. I was created by @victorkarangwa4 DM for removal of offensive content.",,325,108078,2020-08-31 15:26:56,28
dandindandon,"GOAL Chelsea 1-0 Crystal Palace (50 mins)

Ben Chilwell lashes the ball into the back of the net at the back post to give Chelsea the lead

#CHECRY",2020-10-03 13:05:49,[],คลั่งรักหมาป่าคับ,🇹🇭,23,853,2019-10-17 05:47:10,268
afiqhizamiii,"Today: Chelsea vs. Crystal Palace.

👉👈 https://t.co/YosqMAWlAZ",2020-10-03 13:05:48,[],-,,434,5774,2018-08-20 15:08:42,5571
DjemaK20,"Time Werner vs Crystal Palace, movement, speed and deadly finishing. https://t.co/jasf7ZwAf0",2020-10-03 13:05:48,[],23 |🇬🇧🇨🇩|University of the Arts Sculptor grad | MUFC & The Pats,"London, England",569,192528,2013-08-19 18:38:33,43
FazilRazak_9,Hey @ManUtd that's how you play against Palace at home. #CHECRY,2020-10-03 13:05:47,['CHECRY'],"Strongly opinionated Liberal. Chelsea FC, Politics, Cloud 9 and more.","Chennai,India",187,545,2012-02-27 17:08:03,0
TheTamosaEffect,"GOAL! Kurt Zouma scores from Ben Chilwell's cross!

Chelsea 2-0 Crystal Palace #CHECRY https://t.co/xLxRoQHfMn",2020-10-03 13:05:45,['CHECRY'],"𝐀𝐯𝐢𝐝 𝐂𝐡𝐞𝐥𝐬𝐞𝐚 𝐅𝐚𝐧 • M.D☤• 𝚂𝚝𝚘𝚒𝚌 • Finally, Football is Sacrosanct •",Saint Kitts and Nevis,713,25840,2019-01-15 15:44:39,66
ONealRdn_,Another defensive change from palace fuck me #CHECRY #CrystalPalace #Chelsea,2020-10-03 13:05:45,"['CHECRY', 'CrystalPalace', 'Chelsea']",🇿🇦 | An @OfficialFPL Gaffer | A Gooner (@Arsenal) | Un Parisien (@PSG_Inside) | A Buccaneer (@orlandopirates) | #ThunderUp | IG/Twitter: @skateshopsod,"Ekurhuleni, South Africa",351,36353,2019-10-03 22:22:53,1
SoUnbent,"Watch Chelsea vs Crystal Palace live streaming link 6

Follow @derrickdarius1 for more updates ✅💯
#CHECRY #MUFC #Chelsea #EPL

https://t.co/XQzsgcZVSf",2020-10-03 13:05:44,"['CHECRY', 'MUFC']",Normal is boring. Who reads these anyway. •Chelsea FC• Stan. I feel better listening to J.cole,"Lagos, Nigeria",785,5718,2018-12-31 06:29:17,9
FinnWonderland,"Half-time: Chelsea 0-0 Crystal Palace

The hosts have dominated possession but are yet to find a way through.

Follow along for second-half updates 👇",2020-10-03 13:05:40,[],"Official Twitter account I'm áril.. Even If Things are painful and tough, people should appreciate what it means to be Alive at All. #BeYourself",,2,380785,2017-07-14 06:12:32,46
yfn_remmy,"Kai Havertz in the first half against Crystal Palace:

◉ 100% aerial duels won
◉ =Most chances created (2)
◉ =Most tackles (2)
◉ =Most clearances (2)

Doing it all for the Blues. https://t.co/pgC6o96sPr",2020-10-03 13:05:40,[],SLATT!! 🐍,"Ojo, Nigeria",155,35343,2019-10-08 14:31:33,1329
urbanpl4,"Goal - ZOUMA
Assist - CHILWELL

Chelsea 2-0 Crystal Palace (66 mins)

#FPL #CHECRY",2020-10-03 13:05:39,"['FPL', 'CHECRY']","Beginner in graphic design and Web design. 
Huge fan of #MUFC","Małopolskie, Polska",229,26784,2013-11-05 16:27:10,253
MattWoosie,"Palace got it spot on against Southampton, and against Manchester United. The Everton game wasn't a poor performance but this has been all wrong today.

Not because sitting deep and trying to frustrate Chelsea is a bad idea, but because doing it without any attacking threat is.",2020-10-03 13:05:39,[],Crystal Palace reporter @TheAthleticUK. ex @FYPFanzine & @CourierKingston online editor. Passion for writing. #MentalHealth campaigner. mwoosnam@theathletic.com,,6320,65360,2010-07-05 15:25:27,7
TodoFut_bol,"GOAL Chelsea 1-0 Crystal Palace (50 mins)

Ben Chilwell lashes the ball into the back of the net at the back post to give Chelsea the lead

#CHECRY",2020-10-03 13:05:36,[],"Toda la actualidad y última hora de este bonito sentimiento que nos une a muchos; el FÚTBOL.

Síguenos para estar al tanto de TODAS las Ligas

Viva el fútbol!","Madrid, Comunidad de Madrid",3,35,2020-01-25 11:05:17,268
jay_dun_play,"Playing really well against a well drilled defensive Palace side that scored ManU without our best wingers (Pulisic, Ziyech) and these fans are moaning. Chelsea fans too fickle.",2020-10-03 13:05:36,[],Happiness •🇬🇭,United Kingdom,805,33132,2010-12-31 11:50:15,1
kwesiboakye__,@kwesiboakye__ Penalty for crystal palace soon🤫,2020-10-03 13:05:35,[],suave.,,269,5677,2020-04-19 20:49:59,1
AlkhazarLuay,"GOAL Chelsea 2-0 Crystal Palace (66 mins)

Kurt Zouma heads in a cross to double the hosts' advantage

#CHECRY",2020-10-03 13:05:34,['CHECRY'],,Iraq.Baghdad,483,46609,2018-07-23 19:29:10,220
AnimashaunOpe19,@CynthiaNomso02 Chelsea 2-0 Crystal palace https://t.co/X7OBwLkesu,2020-10-03 13:05:34,[],,,0,2,2020-09-26 16:48:06,1
chidambara09,"#CHECRY https://t.co/1UObzfo0P5 
Premier League
LIVE*
Chelsea vs Crystal Palace

#Chelsea
2
#Crystal Palace FC
0
Live - 72 

#bigdata
#AI #IoT #Tech #USA #Linux #UK #javaScript #FinTech #dataScience #dataScientist #WomwnWhoCode #Rstats #FemTech #100daysOfCode #FRENCHtech #France",2020-10-03 13:05:31,"['CHECRY', 'Chelsea', 'Crystal']",Be happy  Be healthy Be smile Be cool Be good human,Mysore  and  BERLIN,7608,1174722,2016-05-30 04:42:51,28
MaziIbe_,"Chelsea defend I have on my FPL is sitting comfortably and breathing fine on the bench. 

Please Crystal palace score one goal and ruin their clean sheet. https://t.co/JBPwZe7ack",2020-10-03 13:05:30,[],PR - Brand Manager - Ads and Promotions 📧 ipissmedia@gmail.com info@ipissmedia.com.ng,.... left side of sanity,294260,447426,2010-02-09 12:41:58,8
kekeli_jr,Is it this same Crystal Palace @ManUtd played? Anaa it’s my eyes. United can a team foooo sometimes ooo. #CHECRY #Chelsea,2020-10-03 13:05:29,"['CHECRY', 'Chelsea']",|Humanity is all we got| |Fear is the god of the religious| |I'm a free thinker| |Africa is where my heart is🖤| |Phobia 🌈| |Man Utd🔴⚪⚫|,"Accra, Ghana",873,23100,2015-04-17 13:57:35,1
Abdelrahmanf_,"I’m so sick of watching Crystal Palace playing, Roy fucking hodgson isn’t a big enough coach for a relegation battle “karma”. He should be relegated and never appear again in the premier league.",2020-10-03 13:05:29,[],Liverpool die hard fan. Music-maniac. #YNWA,"Guizah,Egypt",40,703,2014-01-26 09:32:35,0
isoquince,"Time Werner vs Crystal Palace, movement, speed and deadly finishing. https://t.co/jasf7ZwAf0",2020-10-03 13:05:27,[],@joaofelix70,,6367,90688,2016-12-10 21:34:15,43
NotyRowsha,"Goal - CHILWELL
Assist - none

Chelsea 1-0 Crystal Palace (50 mins)

#FPL #CHECRY",2020-10-03 13:05:25,"['FPL', 'CHECRY']",,,1876,143653,2013-01-10 17:37:02,191
Brayawnana,So this Crystal palace team score @ManUtd?,2020-10-03 13:05:24,[],Am a Christian who believe in God's Word.  Member of the church of #Pentecost.  Very passionate about my #job.  #Manchester United Supporter.,"Greater Accra, Ghana",541,9702,2015-05-24 16:52:02,0
Ferrano7,"Crystal Palace can forget this game

They have been poor.. Won't even see one point.",2020-10-03 13:05:24,[],Sin speaks a dead language that mean nothing to me. Grace holds me now. | Re-defining the rainbow.,"Lagos, Nigeria",721,32414,2012-09-09 12:35:23,1
AlexDeLlano,Told that Wilfried Zaha's chances of leaving Crystal Palace in this window are likely to rest on Man United or Atlético Madrid pursuing their interest. United have 25% sell-on clause for Zaha while Atlético move would be dependant on them selling Thomas Lemar,2020-10-03 13:05:22,[],"Periodista, 1994. Comentarista fútbol en @DAZN_ES. Colaborador en Revista Líbero, Play Fútbol (Cadena SER), Marcador (Radio MARCA) y La Grada. Against all odds.",Madrid,10740,78909,2010-05-02 23:19:50,127
LWUTD45,Crystal Palace back to being Crystal Palace after that one good game a season against United 👍🏻,2020-10-03 13:05:18,[],Deya - @ManUtd ❤️ #MUFC ❤️,"Manchester, England",403,62055,2012-07-22 21:17:55,108
drNikhilYadav,boring lackluster game happening between Chelsea and Crystal Palace 😴😴 #CHECRY,2020-10-03 13:05:18,['CHECRY'],🌶n,"Gurgaon, India",131,3068,2017-09-17 05:34:40,0
_igbinovia,"@Itz_Lizzy_MUFC @premierleague But as you can see from the Carabao game, we won comfortably against the same side we struggled to beat some days earlier because we are getting more match fit, and sharper.

I am sure if the Crystal Palace game had come at this time, we'd have beaten then, but that's by the way.",2020-10-03 13:05:17,[],Writer|| Photographer|| Activist|| Biochemist|| Reader|| I ❤ @DONJAZZY || @ManUtd enthusiast 🔴||,,219,3025,2011-09-08 15:30:05,0
Fredapoku1,"Goal - ZOUMA
Assist - CHILWELL

Chelsea 2-0 Crystal Palace (66 mins)

#FPL #CHECRY",2020-10-03 13:05:17,"['FPL', 'CHECRY']",#UnitedFan #Phobia #GodFirst #Simple #PositiveVibesOnly #Love ❤️❤️❤️❤️,Ivory Coast,920,55192,2018-04-12 02:00:38,253
yfn_remmy,"Crystal Palace have had 0 shots on target. 

Silva and Zouma is the way forward man.",2020-10-03 13:05:16,[],SLATT!! 🐍,"Ojo, Nigeria",155,35343,2019-10-08 14:31:33,171
sylvkay111,"Kai Havertz in the first half against Crystal Palace:

◉ 100% aerial duels won
◉ =Most chances created (2)
◉ =Most tackles (2)
◉ =Most clearances (2)

Doing it all for the Blues. https://t.co/pgC6o96sPr",2020-10-03 13:05:16,[],Living vicariously through myself | Cisco Certified Network Associate | #WebDeveloper | #CyberSecurity Specialist👨🏽‍💻 | 🇳🇬🇮🇳,"Bengaluru, India",784,92653,2011-01-30 21:38:37,1329
TheBiigJay,"Really impressed at how many 'professional fouls' we've conceded in this game. Good teams find a way to not only score goals but break up potential danger before it develops. Palace haven't threatened much cos we break the play up before they get into their stride.

#CHECRY",2020-10-03 13:05:16,['CHECRY'],I use an Android phone and I don't drink coffee. Writer | Creator | Social Entrepreneur | Chelsea fan | Believer |,Namibia,1162,37515,2009-04-30 18:43:55,0
solo__HD,No be this same Crystal Palace wey put for Man U,2020-10-03 13:05:14,[],.50,Tema,572,14997,2010-04-25 01:31:16,0
BossCarriePicks,"Goal - ZOUMA
Assist - CHILWELL

Chelsea 2-0 Crystal Palace (66 mins)

#FPL #CHECRY",2020-10-03 13:05:13,"['FPL', 'CHECRY']",Adults Only 21+/#GamblingTwitter/@DKSportsbook/@FDSportsbook/@Twitch/#eSports/#UFCFightIsland,,409,8869,2016-01-19 21:58:32,253
UTD_Jason,Chelsea fans want Lampard gone even tho they're only losing to top teams. United fans want Ole to stay when he's lost to Palace and been dominated by Brighton... standards in the fucking bin.,2020-10-03 13:05:13,[],Backup: @UTD_JasonV2 #GlazersOut #WoodwardOut #depressionszn.,Spain (silent S),699,22585,2017-01-22 08:18:43,0
botnowa,"#CHECRY https://t.co/1UObzfo0P5 
Premier League
LIVE*
Chelsea vs Crystal Palace

#Chelsea
2
#Crystal Palace FC
0
Live - 72 

#bigdata
#AI #IoT #Tech #USA #Linux #UK #javaScript #FinTech #dataScience #dataScientist #WomwnWhoCode #Rstats #FemTech #100daysOfCode #FRENCHtech #France",2020-10-03 13:05:13,"['CHECRY', 'Chelsea', 'Crystal']","Bot. Retweet Bot!!!

I retweet messages with hashtags #ai #ml #datascience #python",Singapore,340,102567,2009-04-01 09:15:10,28
mraaronutd,Again: What the hell is Zaha still doing at Crystal Palace?? 😅 #CHECRY,2020-10-03 13:05:11,['CHECRY'],YouTuber | Presenter for @TFTMedia1 | 🔴🎥⚽️,"Manchester, England",7308,36597,2015-04-26 16:20:56,3
FinnWonderland,"Chelsea vs Crystal Palace is underway from Stamford Bridge.

Who comes out on top? 🤔",2020-10-03 13:05:11,[],"Official Twitter account I'm áril.. Even If Things are painful and tough, people should appreciate what it means to be Alive at All. #BeYourself",,2,380785,2017-07-14 06:12:32,25
CokeboySnify,See if Zaha isn’t scoring.. Crystal Palace should just keep this L,2020-10-03 13:05:10,[],Segun Fadeyi,,675,24143,2010-05-18 11:04:11,0
TheLoganBell,Crystal Palace back to being Crystal Palace after that one good game a season against United 👍🏻,2020-10-03 13:05:10,[],,,35,6777,2017-02-21 10:03:16,108
Katakuri_93,"Kai Havertz in the first half against Crystal Palace:

◉ 100% aerial duels won
◉ =Most chances created (2)
◉ =Most tackles (2)
◉ =Most clearances (2)

Doing it all for the Blues. https://t.co/pgC6o96sPr",2020-10-03 13:05:10,[],Le lotus de Manchester s’épanouira de nouveau. #MUFC #TeamOL #ThunderUp,Konoha,380,14962,2019-06-19 19:45:02,1329
utc_1905,"I wonder who's angrier that we're winning:
Crystal Palace fans or the ""expert"" Chelsea twitter who bitch about this club every 5 seconds?
#CHECRY",2020-10-03 13:05:09,['CHECRY'],"#Carefree since May 17,1997.Born in #Colombia,raised in #NYC,but my real home is Stamford Bridge. #KTBFFH #CFCFamily #Queens #NYC","Queens, NYC",3891,4575,2011-02-23 21:37:19,0
oleku_one,"Kai Havertz in the first half against Crystal Palace:

◉ 100% aerial duels won
◉ =Most chances created (2)
◉ =Most tackles (2)
◉ =Most clearances (2)

Doing it all for the Blues. https://t.co/pgC6o96sPr",2020-10-03 13:05:08,[],😈🌴,"Accra, Ghana",2365,2495,2018-03-12 09:34:08,1329
MiideOba,No shot on target for Crystal Palace that means the Chelsea defense are working #CFC #CHECRY,2020-10-03 13:05:07,"['CFC', 'CHECRY']","MiideOba 💪 🇳🇬
Sept_King 👑 19/09
WhatsApp 08159760086",Somewhere in West Africa ,542,1438,2020-07-08 21:49:49,0
chidambara09,"#CHECRY https://t.co/1UObzfo0P5 
Premier League
LIVE*
Chelsea vs Crystal Palace

#Chelsea
2
#Crystal Palace FC
0
Live - 72 

#bigdata
#AI #IoT #Tech #USA #Linux #UK #javaScript #FinTech #dataScience #dataScientist #WomwnWhoCode #Rstats #FemTech #100daysOfCode #FRENCHtech #France",2020-10-03 13:05:07,"['CHECRY', 'Chelsea', 'Crystal', 'bigdata', 'AI', 'IoT', 'Tech', 'USA', 'Linux', 'UK', 'javaScript', 'FinTech', 'dataScience', 'dataScientist', 'WomwnWhoCode', 'Rstats', 'FemTech', '100daysOfCode', 'FRENCHtech', 'France']",Be happy  Be healthy Be smile Be cool Be good human,Mysore  and  BERLIN,7608,1174722,2016-05-30 04:42:51,28
AkuokoAbraham,"Kai Havertz in the first half against Crystal Palace:

◉ 100% aerial duels won
◉ =Most chances created (2)
◉ =Most tackles (2)
◉ =Most clearances (2)

Doing it all for the Blues. https://t.co/pgC6o96sPr",2020-10-03 13:05:07,[],I am unlimited to great the good in me 🙏		||The Blood of Jesus  💓,Earth,1382,8707,2013-09-03 16:25:29,1329
TheTamosaEffect,"30 - Since the start of last season, Crystal Palace have failed to score in the first half in 30 different Premier League games - more than any other side in the division. Cautious. https://t.co/PgEAhpwuft",2020-10-03 13:05:07,[],"𝐀𝐯𝐢𝐝 𝐂𝐡𝐞𝐥𝐬𝐞𝐚 𝐅𝐚𝐧 • M.D☤• 𝚂𝚝𝚘𝚒𝚌 • Finally, Football is Sacrosanct •",Saint Kitts and Nevis,713,25840,2019-01-15 15:44:39,58
kwaboooo,@kwesiboakye__ Penalty for crystal palace soon🤫,2020-10-03 13:05:06,[],Your time go come just work hard and relax‼️,"Accra, Ghana",181,281,2018-08-02 14:19:19,1
funkilla,How did the commentator on talk sport say crystal palace are in their tesco value bag kit... violation 💯,2020-10-03 13:05:05,[],🇧🇩🏴󠁧󠁢󠁥󠁮󠁧󠁿 @LFC #YNWA #Football #Music #Boxing,#Birmingham #Bradford,350,10849,2009-05-14 01:09:38,0
Olatoy,"GOAL! Kurt Zouma scores from Ben Chilwell's cross!

Chelsea 2-0 Crystal Palace #CHECRY https://t.co/xLxRoQHfMn",2020-10-03 13:05:05,['CHECRY'],"God knows the best, follow your mind.. Computer scientist | director JMI foundation France/Nigeria | Chelsea fc | auto dealer | Motivator | blogger | footballer",Nigeria,1213,7659,2010-12-11 00:09:47,66
BossCarriePicks,"GOAL Chelsea 1-0 Crystal Palace (50 mins)

Ben Chilwell lashes the ball into the back of the net at the back post to give Chelsea the lead

#CHECRY",2020-10-03 13:05:05,[],Adults Only 21+/#GamblingTwitter/@DKSportsbook/@FDSportsbook/@Twitch/#eSports/#UFCFightIsland,,409,8869,2016-01-19 21:58:32,268
Toffeeplug,@CynthiaNomso02 Chelsea 2-0 Crystal palace https://t.co/X7OBwLkesu,2020-10-03 13:05:00,[],a little short of StephenKings,,53,1163,2019-09-03 20:58:00,1
EOkala,"But wait
Who is the real Crystal Palace in this game??",2020-10-03 13:05:00,[],"Public Health// Pharmacist//Hygiene promoter//Roman Catholic//Father//Husband//Pilgrim
//Man Utd
                    #VaccinesWork #GGMU #Gemini","Federal Capital Territory, Nig",4150,17123,2011-06-06 19:59:55,0
NotyRowsha,"Goal - ZOUMA
Assist - CHILWELL

Chelsea 2-0 Crystal Palace (66 mins)

#FPL #CHECRY",2020-10-03 13:04:59,"['FPL', 'CHECRY']",,,1876,143653,2013-01-10 17:37:02,253
LanceSherlock,"GOAL Chelsea 2-0 Crystal Palace (66 mins)

Kurt Zouma heads in a cross to double the hosts' advantage

#CHECRY",2020-10-03 13:04:59,['CHECRY'],🇿🇦,"Pretoria, South Africa",269,4599,2015-04-10 17:21:13,220
VRoonaldo,"Since beating United,  Crystal Palace have been garbage. Sick of these teams who cheat their Managers and supporters every year.",2020-10-03 13:04:58,[],Love taking about Sports and especially my beloved Manchester United.  For me the pride of England,UK,84,10420,2013-06-19 22:13:16,0
kwame_botwe,Only small teams lose to Crystal palace😂 https://t.co/AoWXgx31IL,2020-10-03 13:04:55,[],"WHO AM I?
FIND OUT...😆😂♥",MY HOSTEL AT THE MOMENT!,4298,19882,2017-09-12 21:36:25,0
cocorisky,"Crystal Palace have had 0 shots on target. 

Silva and Zouma is the way forward man.",2020-10-03 13:04:52,[],,,601,5236,2016-09-05 11:36:02,171
RainiBrian,Crystal palace had one damn Job!!!🤦🤦🤦 https://t.co/uKomXxR0ql,2020-10-03 13:04:52,[],"What do you think?!
why does everything have to be sexual though?! 😂😂",,10593,26369,2017-05-24 11:53:36,0
